createfood:blocks/apple_cheesecake | minecraft:block | createfood:apple_cheesecake createfood:apple_cheesecake_slice createfood:blocks/apple_cheesecake minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/marshmallow_caramel_fudge_plate_block | minecraft:block | createfood:blocks/marshmallow_caramel_fudge_plate_block createfood:marshmallow_caramel_fudge createfood:marshmallow_caramel_fudge_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/marshmallow_chocolate_fudge_plate_block | minecraft:block | createfood:blocks/marshmallow_chocolate_fudge_plate_block createfood:marshmallow_chocolate_fudge createfood:marshmallow_chocolate_fudge_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/marshmallow_chocolate_plate_block | minecraft:block | createfood:blocks/marshmallow_chocolate_plate_block createfood:marshmallow_chocolate createfood:marshmallow_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/marshmallow_coffee_toffee_fudge_plate_block | minecraft:block | createfood:blocks/marshmallow_coffee_toffee_fudge_plate_block createfood:marshmallow_coffee_toffee_fudge createfood:marshmallow_coffee_toffee_fudge_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/marshmallow_dark_chocolate_fudge_plate_block | minecraft:block | createfood:blocks/marshmallow_dark_chocolate_fudge_plate_block createfood:marshmallow_dark_chocolate_fudge createfood:marshmallow_dark_chocolate_fudge_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/marshmallow_dark_chocolate_plate_block | minecraft:block | createfood:blocks/marshmallow_dark_chocolate_plate_block createfood:marshmallow_dark_chocolate createfood:marshmallow_dark_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/marshmallow_stick_plate_block | minecraft:block | createfood:blocks/marshmallow_stick_plate_block createfood:marshmallow_stick createfood:marshmallow_stick_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/marshmallow_toffee_fudge_plate_block | minecraft:block | createfood:blocks/marshmallow_toffee_fudge_plate_block createfood:marshmallow_toffee_fudge createfood:marshmallow_toffee_fudge_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/marshmallow_white_chocolate_fudge_plate_block | minecraft:block | createfood:blocks/marshmallow_white_chocolate_fudge_plate_block createfood:marshmallow_white_chocolate_fudge createfood:marshmallow_white_chocolate_fudge_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/marshmallow_white_chocolate_plate_block | minecraft:block | createfood:blocks/marshmallow_white_chocolate_plate_block createfood:marshmallow_white_chocolate createfood:marshmallow_white_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/mashed_potatoes_bowl_bacon_block | minecraft:block | createfood:blocks/mashed_potatoes_bowl_bacon_block createfood:mashed_potatoes_bowl_bacon_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/mashed_potatoes_bowl_block | minecraft:block | createfood:blocks/mashed_potatoes_bowl_block createfood:mashed_potatoes_bowl_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/mashed_potatoes_bowl_cheese_block | minecraft:block | createfood:blocks/mashed_potatoes_bowl_cheese_block createfood:mashed_potatoes_bowl_cheese_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/mashed_potatoes_bowl_mushroom_block | minecraft:block | createfood:blocks/mashed_potatoes_bowl_mushroom_block createfood:mashed_potatoes_bowl_mushroom_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/mashed_potatoes_bowl_sour_cream_block | minecraft:block | createfood:blocks/mashed_potatoes_bowl_sour_cream_block createfood:mashed_potatoes_bowl_sour_cream_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/meat_pie | minecraft:block | createfood:blocks/meat_pie createfood:meat_pie createfood:meat_pie_slice minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/meat_pie_plate_block | minecraft:block | createfood:blocks/meat_pie_plate_block createfood:meat_pie_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/meat_pie_slice_small_plate_block | minecraft:block | createfood:blocks/meat_pie_slice_small_plate_block createfood:meat_pie_slice_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/melon_cream_cake | minecraft:block | createfood:blocks/melon_cream_cake createfood:melon_cream_cake createfood:melon_cream_cake_slice minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/melon_cream_cake_plate_block | minecraft:block | createfood:blocks/melon_cream_cake_plate_block createfood:melon_cream_cake_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_cream_cake_slice_small_plate_block | minecraft:block | createfood:blocks/melon_cream_cake_slice_small_plate_block createfood:melon_cream_cake_slice_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/melon_cream_chocolate_cupcake_plate_block | minecraft:block | createfood:blocks/melon_cream_chocolate_cupcake_plate_block createfood:melon_cream_chocolate_cupcake createfood:melon_cream_chocolate_cupcake_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_cream_chocolate_donut_plate_block | minecraft:block | createfood:blocks/melon_cream_chocolate_donut_plate_block createfood:melon_cream_chocolate_donut createfood:melon_cream_chocolate_donut_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_cream_chocolate_pastry_plate_block | minecraft:block | createfood:blocks/melon_cream_chocolate_pastry_plate_block createfood:melon_cream_chocolate_pastry createfood:melon_cream_chocolate_pastry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_cream_chocolate_plate_block | minecraft:block | createfood:blocks/melon_cream_chocolate_plate_block createfood:melon_cream_chocolate createfood:melon_cream_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_cream_chocolate_sweet_roll_plate_block | minecraft:block | createfood:blocks/melon_cream_chocolate_sweet_roll_plate_block createfood:melon_cream_chocolate_sweet_roll createfood:melon_cream_chocolate_sweet_roll_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_cream_cupcake_plate_block | minecraft:block | createfood:blocks/melon_cream_cupcake_plate_block createfood:melon_cream_cupcake createfood:melon_cream_cupcake_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_cream_dark_chocolate_plate_block | minecraft:block | createfood:blocks/melon_cream_dark_chocolate_plate_block createfood:melon_cream_dark_chocolate createfood:melon_cream_dark_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_cream_donut_plate_block | minecraft:block | createfood:blocks/melon_cream_donut_plate_block createfood:melon_cream_donut createfood:melon_cream_donut_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_cream_frosting_bottle_block | minecraft:block | createfood:blocks/melon_cream_frosting_bottle_block createfood:melon_cream_frosting_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/melon_cream_mini_waffle_plate_block | minecraft:block | createfood:blocks/melon_cream_mini_waffle_plate_block createfood:melon_cream_mini_waffle_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_cream_pastry_plate_block | minecraft:block | createfood:blocks/melon_cream_pastry_plate_block createfood:melon_cream_pastry createfood:melon_cream_pastry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_cream_sweet_roll_plate_block | minecraft:block | createfood:blocks/melon_cream_sweet_roll_plate_block createfood:melon_cream_sweet_roll createfood:melon_cream_sweet_roll_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_cream_white_chocolate_plate_block | minecraft:block | createfood:blocks/melon_cream_white_chocolate_plate_block createfood:melon_cream_white_chocolate createfood:melon_cream_white_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_custard_bottle_block | minecraft:block | createfood:blocks/melon_custard_bottle_block createfood:melon_custard_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/melon_ice_cream_bowl_block | minecraft:block | createfood:blocks/melon_ice_cream_bowl_block createfood:melon_ice_cream_bowl_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/melon_ice_cream_cone_plate_block | minecraft:block | createfood:blocks/melon_ice_cream_cone_plate_block createfood:melon_ice_cream_cone createfood:melon_ice_cream_cone_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_ice_cream_sandwich_plate_block | minecraft:block | createfood:blocks/melon_ice_cream_sandwich_plate_block createfood:melon_ice_cream_sandwich_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_ice_cream_stick_plate_block | minecraft:block | createfood:blocks/melon_ice_cream_stick_plate_block createfood:melon_ice_cream_stick createfood:melon_ice_cream_stick_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_jam_bottle_block | minecraft:block | createfood:blocks/melon_jam_bottle_block createfood:melon_jam_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/melon_jam_sandwich_plate_block | minecraft:block | createfood:blocks/melon_jam_sandwich_plate_block createfood:melon_jam_sandwich_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/melon_milkshake_bottle_block | minecraft:block | createfood:blocks/melon_milkshake_bottle_block createfood:melon_milkshake_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/meringue_bowl_block | minecraft:block | createfood:blocks/meringue_bowl_block createfood:meringue_bowl_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/meringue_cookie_plate_block | minecraft:block | createfood:blocks/meringue_cookie_plate_block createfood:meringue_cookie createfood:meringue_cookie_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/meringue_cookie_small_plate_block | minecraft:block | createfood:blocks/meringue_cookie_small_plate_block createfood:meringue_cookie_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/milkshake_bottle_block | minecraft:block | createfood:blocks/milkshake_bottle_block createfood:milkshake_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/mini_chocolate_pie_graham_cracker_small_plate_block | minecraft:block | createfood:blocks/mini_chocolate_pie_graham_cracker_small_plate_block createfood:mini_chocolate_pie_graham_cracker_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/mini_cookie_cream_pie_small_plate_block | minecraft:block | createfood:blocks/mini_cookie_cream_pie_small_plate_block createfood:mini_cookie_cream_pie_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/mini_cream_pie_chocolate_graham_cracker_small_plate_block | minecraft:block | createfood:blocks/mini_cream_pie_chocolate_graham_cracker_small_plate_block createfood:mini_cream_pie_chocolate_graham_cracker_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/mini_cream_pie_graham_cracker_small_plate_block | minecraft:block | createfood:blocks/mini_cream_pie_graham_cracker_small_plate_block createfood:mini_cream_pie_graham_cracker_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/mini_smores_pie_small_plate_block | minecraft:block | createfood:blocks/mini_smores_pie_small_plate_block createfood:mini_smores_pie_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
