quark:automation/crafting/chute | minecraft:crafting_shaped | c:rods/wooden minecraft:crafting_shaped minecraft:planks quark:chute zeta:flag
quark:building/stonecutting/stonevariants/calcite_bricks_wall_rough_stonecutting | minecraft:stonecutting | minecraft:calcite minecraft:stonecutting neoforge:and quark:calcite_bricks_wall zeta:flag
quark:building/stonecutting/stonevariants/calcite_pillar_stonecutter | minecraft:stonecutting | minecraft:calcite minecraft:stonecutting neoforge:and quark:calcite_pillar zeta:flag
quark:building/stonecutting/stonevariants/chiseled_andesite_bricks_stonecutter | minecraft:stonecutting | minecraft:andesite minecraft:stonecutting neoforge:and quark:chiseled_andesite_bricks zeta:flag
quark:building/stonecutting/stonevariants/chiseled_calcite_bricks_stonecutter | minecraft:stonecutting | minecraft:calcite minecraft:stonecutting neoforge:and quark:chiseled_calcite_bricks zeta:flag
quark:building/stonecutting/stonevariants/chiseled_diorite_bricks_stonecutter | minecraft:stonecutting | minecraft:diorite minecraft:stonecutting neoforge:and quark:chiseled_diorite_bricks zeta:flag
quark:building/stonecutting/stonevariants/chiseled_dripstone_bricks_stonecutter | minecraft:stonecutting | minecraft:dripstone_block minecraft:stonecutting neoforge:and quark:chiseled_dripstone_bricks zeta:flag
quark:building/stonecutting/stonevariants/chiseled_granite_bricks_stonecutter | minecraft:stonecutting | minecraft:granite minecraft:stonecutting neoforge:and quark:chiseled_granite_bricks zeta:flag
quark:building/stonecutting/stonevariants/chiseled_jasper_bricks_stonecutter | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:chiseled_jasper_bricks quark:jasper zeta:flag
quark:building/stonecutting/stonevariants/chiseled_limestone_bricks_stonecutter | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:chiseled_limestone_bricks quark:limestone zeta:flag
quark:building/stonecutting/stonevariants/chiseled_myalite_bricks_stonecutter | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:chiseled_myalite_bricks quark:myalite zeta:flag
quark:building/stonecutting/stonevariants/chiseled_shale_bricks_stonecutter | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:chiseled_shale_bricks quark:shale zeta:flag
quark:building/stonecutting/stonevariants/diorite_bricks_polished_stonecutting | minecraft:stonecutting | minecraft:polished_diorite minecraft:stonecutting neoforge:and quark:diorite_bricks zeta:flag
quark:building/stonecutting/stonevariants/diorite_bricks_slab_polished_stonecutting | minecraft:stonecutting | minecraft:polished_diorite minecraft:stonecutting neoforge:and quark:diorite_bricks_slab zeta:flag
quark:building/stonecutting/stonevariants/diorite_bricks_slab_rough_stonecutting | minecraft:stonecutting | minecraft:diorite minecraft:stonecutting neoforge:and quark:diorite_bricks_slab zeta:flag
quark:building/stonecutting/stonevariants/diorite_bricks_stairs_polished_stonecutting | minecraft:stonecutting | minecraft:polished_diorite minecraft:stonecutting neoforge:and quark:diorite_bricks_stairs zeta:flag
quark:building/stonecutting/stonevariants/diorite_bricks_stairs_rough_stonecutting | minecraft:stonecutting | minecraft:diorite minecraft:stonecutting neoforge:and quark:diorite_bricks_stairs zeta:flag
quark:building/stonecutting/stonevariants/diorite_bricks_stonecutter | minecraft:stonecutting | minecraft:diorite minecraft:stonecutting neoforge:and quark:diorite_bricks zeta:flag
quark:building/stonecutting/stonevariants/diorite_bricks_vertical_slab_polished_stonecutting | minecraft:stonecutting | minecraft:polished_diorite minecraft:stonecutting neoforge:and quark:diorite_bricks_vertical_slab zeta:flag
quark:building/stonecutting/stonevariants/diorite_bricks_vertical_slab_rough_stonecutting | minecraft:stonecutting | minecraft:diorite minecraft:stonecutting neoforge:and quark:diorite_bricks_vertical_slab zeta:flag
quark:building/stonecutting/stonevariants/diorite_bricks_wall_polished_stonecutting | minecraft:stonecutting | minecraft:polished_diorite minecraft:stonecutting neoforge:and quark:diorite_bricks_wall zeta:flag
quark:building/stonecutting/stonevariants/diorite_bricks_wall_rough_stonecutting | minecraft:stonecutting | minecraft:diorite minecraft:stonecutting neoforge:and quark:diorite_bricks_wall zeta:flag
quark:building/stonecutting/stonevariants/diorite_pillar_stonecutter | minecraft:stonecutting | minecraft:diorite minecraft:stonecutting neoforge:and quark:diorite_pillar zeta:flag
quark:building/stonecutting/stonevariants/dripstone_bricks_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:dripstone_bricks quark:polished_dripstone zeta:flag
quark:building/stonecutting/stonevariants/dripstone_bricks_slab_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:dripstone_bricks_slab quark:polished_dripstone zeta:flag
quark:building/stonecutting/stonevariants/dripstone_bricks_slab_rough_stonecutting | minecraft:stonecutting | minecraft:dripstone_block minecraft:stonecutting neoforge:and quark:dripstone_bricks_slab zeta:flag
quark:building/stonecutting/stonevariants/dripstone_bricks_stairs_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:dripstone_bricks_stairs quark:polished_dripstone zeta:flag
quark:building/stonecutting/stonevariants/dripstone_bricks_stairs_rough_stonecutting | minecraft:stonecutting | minecraft:dripstone_block minecraft:stonecutting neoforge:and quark:dripstone_bricks_stairs zeta:flag
quark:building/stonecutting/stonevariants/dripstone_bricks_stonecutter | minecraft:stonecutting | minecraft:dripstone_block minecraft:stonecutting neoforge:and quark:dripstone_bricks zeta:flag
quark:building/stonecutting/stonevariants/dripstone_bricks_vertical_slab_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:dripstone_bricks_vertical_slab quark:polished_dripstone zeta:flag
quark:building/stonecutting/stonevariants/dripstone_bricks_vertical_slab_rough_stonecutting | minecraft:stonecutting | minecraft:dripstone_block minecraft:stonecutting neoforge:and quark:dripstone_bricks_vertical_slab zeta:flag
quark:building/stonecutting/stonevariants/dripstone_bricks_wall_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:dripstone_bricks_wall quark:polished_dripstone zeta:flag
quark:building/stonecutting/stonevariants/dripstone_bricks_wall_rough_stonecutting | minecraft:stonecutting | minecraft:dripstone_block minecraft:stonecutting neoforge:and quark:dripstone_bricks_wall zeta:flag
quark:building/stonecutting/stonevariants/dripstone_pillar_stonecutter | minecraft:stonecutting | minecraft:dripstone_block minecraft:stonecutting neoforge:and quark:dripstone_pillar zeta:flag
quark:building/stonecutting/stonevariants/granite_bricks_polished_stonecutting | minecraft:stonecutting | minecraft:polished_granite minecraft:stonecutting neoforge:and quark:granite_bricks zeta:flag
quark:building/stonecutting/stonevariants/granite_bricks_slab_polished_stonecutting | minecraft:stonecutting | minecraft:polished_granite minecraft:stonecutting neoforge:and quark:granite_bricks_slab zeta:flag
quark:building/stonecutting/stonevariants/granite_bricks_slab_rough_stonecutting | minecraft:stonecutting | minecraft:granite minecraft:stonecutting neoforge:and quark:granite_bricks_slab zeta:flag
quark:building/stonecutting/stonevariants/granite_bricks_stairs_polished_stonecutting | minecraft:stonecutting | minecraft:polished_granite minecraft:stonecutting neoforge:and quark:granite_bricks_stairs zeta:flag
quark:building/stonecutting/stonevariants/granite_bricks_stairs_rough_stonecutting | minecraft:stonecutting | minecraft:granite minecraft:stonecutting neoforge:and quark:granite_bricks_stairs zeta:flag
quark:building/stonecutting/stonevariants/granite_bricks_stonecutter | minecraft:stonecutting | minecraft:granite minecraft:stonecutting neoforge:and quark:granite_bricks zeta:flag
quark:building/stonecutting/stonevariants/granite_bricks_vertical_slab_polished_stonecutting | minecraft:stonecutting | minecraft:polished_granite minecraft:stonecutting neoforge:and quark:granite_bricks_vertical_slab zeta:flag
quark:building/stonecutting/stonevariants/granite_bricks_vertical_slab_rough_stonecutting | minecraft:stonecutting | minecraft:granite minecraft:stonecutting neoforge:and quark:granite_bricks_vertical_slab zeta:flag
quark:building/stonecutting/stonevariants/granite_bricks_wall_polished_stonecutting | minecraft:stonecutting | minecraft:polished_granite minecraft:stonecutting neoforge:and quark:granite_bricks_wall zeta:flag
quark:building/stonecutting/stonevariants/granite_bricks_wall_rough_stonecutting | minecraft:stonecutting | minecraft:granite minecraft:stonecutting neoforge:and quark:granite_bricks_wall zeta:flag
quark:building/stonecutting/stonevariants/granite_pillar_stonecutter | minecraft:stonecutting | minecraft:granite minecraft:stonecutting neoforge:and quark:granite_pillar zeta:flag
quark:building/stonecutting/stonevariants/jasper_bricks_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:jasper_bricks quark:polished_jasper zeta:flag
quark:building/stonecutting/stonevariants/jasper_bricks_slab_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:jasper_bricks_slab quark:polished_jasper zeta:flag
quark:building/stonecutting/stonevariants/jasper_bricks_slab_rough_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:jasper quark:jasper_bricks_slab zeta:flag
quark:building/stonecutting/stonevariants/jasper_bricks_stairs_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:jasper_bricks_stairs quark:polished_jasper zeta:flag
quark:building/stonecutting/stonevariants/jasper_bricks_stairs_rough_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:jasper quark:jasper_bricks_stairs zeta:flag
quark:building/stonecutting/stonevariants/jasper_bricks_stonecutter | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:jasper quark:jasper_bricks zeta:flag
quark:building/stonecutting/stonevariants/jasper_bricks_vertical_slab_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:jasper_bricks_vertical_slab quark:polished_jasper zeta:flag
quark:building/stonecutting/stonevariants/jasper_bricks_vertical_slab_rough_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:jasper quark:jasper_bricks_vertical_slab zeta:flag
quark:building/stonecutting/stonevariants/jasper_bricks_wall_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:jasper_bricks_wall quark:polished_jasper zeta:flag
quark:building/stonecutting/stonevariants/jasper_bricks_wall_rough_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:jasper quark:jasper_bricks_wall zeta:flag
quark:building/stonecutting/stonevariants/jasper_pillar_stonecutter | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:jasper quark:jasper_pillar zeta:flag
quark:building/stonecutting/stonevariants/limestone_bricks_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:limestone_bricks quark:polished_limestone zeta:flag
quark:building/stonecutting/stonevariants/limestone_bricks_slab_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:limestone_bricks_slab quark:polished_limestone zeta:flag
quark:building/stonecutting/stonevariants/limestone_bricks_slab_rough_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:limestone quark:limestone_bricks_slab zeta:flag
quark:building/stonecutting/stonevariants/limestone_bricks_stairs_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:limestone_bricks_stairs quark:polished_limestone zeta:flag
quark:building/stonecutting/stonevariants/limestone_bricks_stairs_rough_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:limestone quark:limestone_bricks_stairs zeta:flag
quark:building/stonecutting/stonevariants/limestone_bricks_stonecutter | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:limestone quark:limestone_bricks zeta:flag
quark:building/stonecutting/stonevariants/limestone_bricks_vertical_slab_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:limestone_bricks_vertical_slab quark:polished_limestone zeta:flag
quark:building/stonecutting/stonevariants/limestone_bricks_vertical_slab_rough_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:limestone quark:limestone_bricks_vertical_slab zeta:flag
quark:building/stonecutting/stonevariants/limestone_bricks_wall_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:limestone_bricks_wall quark:polished_limestone zeta:flag
quark:building/stonecutting/stonevariants/limestone_bricks_wall_rough_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:limestone quark:limestone_bricks_wall zeta:flag
quark:building/stonecutting/stonevariants/limestone_pillar_stonecutter | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:limestone quark:limestone_pillar zeta:flag
quark:building/stonecutting/stonevariants/myalite_bricks_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:myalite_bricks quark:polished_myalite zeta:flag
quark:building/stonecutting/stonevariants/myalite_bricks_slab_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:myalite_bricks_slab quark:polished_myalite zeta:flag
quark:building/stonecutting/stonevariants/myalite_bricks_slab_rough_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:myalite quark:myalite_bricks_slab zeta:flag
quark:building/stonecutting/stonevariants/myalite_bricks_stairs_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:myalite_bricks_stairs quark:polished_myalite zeta:flag
quark:building/stonecutting/stonevariants/myalite_bricks_stairs_rough_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:myalite quark:myalite_bricks_stairs zeta:flag
quark:building/stonecutting/stonevariants/myalite_bricks_stonecutter | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:myalite quark:myalite_bricks zeta:flag
quark:building/stonecutting/stonevariants/myalite_bricks_vertical_slab_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:myalite_bricks_vertical_slab quark:polished_myalite zeta:flag
quark:building/stonecutting/stonevariants/myalite_bricks_vertical_slab_rough_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:myalite quark:myalite_bricks_vertical_slab zeta:flag
quark:building/stonecutting/stonevariants/myalite_bricks_wall_polished_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:myalite_bricks_wall quark:polished_myalite zeta:flag
quark:building/stonecutting/stonevariants/myalite_bricks_wall_rough_stonecutting | minecraft:stonecutting | minecraft:stonecutting neoforge:and quark:myalite quark:myalite_bricks_wall zeta:flag
