railways:benchcart | minecraft:crafting_shapeless | c:workbench minecraft:crafting_shapeless minecraft:minecart railways:benchcart
railways:mechanical_crafting/green_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:green_iron_wrapped_locometal railways:green_iron_wrapped_locometal_boiler
railways:mechanical_crafting/green_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:green_locometal_boiler railways:green_slashed_locometal
railways:mechanical_crafting/iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:iron_wrapped_locometal railways:iron_wrapped_locometal_boiler
railways:mechanical_crafting/light_blue_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:light_blue_brass_wrapped_locometal railways:light_blue_brass_wrapped_locometal_boiler
railways:mechanical_crafting/light_blue_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:light_blue_copper_wrapped_locometal railways:light_blue_copper_wrapped_locometal_boiler
railways:mechanical_crafting/light_blue_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:light_blue_iron_wrapped_locometal railways:light_blue_iron_wrapped_locometal_boiler
railways:mechanical_crafting/light_blue_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:light_blue_locometal_boiler railways:light_blue_slashed_locometal
railways:mechanical_crafting/light_gray_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:light_gray_brass_wrapped_locometal railways:light_gray_brass_wrapped_locometal_boiler
railways:mechanical_crafting/light_gray_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:light_gray_copper_wrapped_locometal railways:light_gray_copper_wrapped_locometal_boiler
railways:mechanical_crafting/light_gray_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:light_gray_iron_wrapped_locometal railways:light_gray_iron_wrapped_locometal_boiler
railways:mechanical_crafting/light_gray_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:light_gray_locometal_boiler railways:light_gray_slashed_locometal
railways:mechanical_crafting/lime_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:lime_brass_wrapped_locometal railways:lime_brass_wrapped_locometal_boiler
railways:mechanical_crafting/lime_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:lime_copper_wrapped_locometal railways:lime_copper_wrapped_locometal_boiler
railways:mechanical_crafting/lime_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:lime_iron_wrapped_locometal railways:lime_iron_wrapped_locometal_boiler
railways:mechanical_crafting/lime_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:lime_locometal_boiler railways:lime_slashed_locometal
railways:mechanical_crafting/locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:locometal_boiler railways:slashed_locometal
railways:mechanical_crafting/magenta_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:magenta_brass_wrapped_locometal railways:magenta_brass_wrapped_locometal_boiler
railways:mechanical_crafting/magenta_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:magenta_copper_wrapped_locometal railways:magenta_copper_wrapped_locometal_boiler
railways:mechanical_crafting/magenta_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:magenta_iron_wrapped_locometal railways:magenta_iron_wrapped_locometal_boiler
railways:mechanical_crafting/magenta_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:magenta_locometal_boiler railways:magenta_slashed_locometal
railways:mechanical_crafting/orange_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:orange_brass_wrapped_locometal railways:orange_brass_wrapped_locometal_boiler
railways:mechanical_crafting/orange_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:orange_copper_wrapped_locometal railways:orange_copper_wrapped_locometal_boiler
railways:mechanical_crafting/orange_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:orange_iron_wrapped_locometal railways:orange_iron_wrapped_locometal_boiler
railways:mechanical_crafting/orange_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:orange_locometal_boiler railways:orange_slashed_locometal
railways:mechanical_crafting/pink_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:pink_brass_wrapped_locometal railways:pink_brass_wrapped_locometal_boiler
railways:mechanical_crafting/pink_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:pink_copper_wrapped_locometal railways:pink_copper_wrapped_locometal_boiler
railways:mechanical_crafting/pink_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:pink_iron_wrapped_locometal railways:pink_iron_wrapped_locometal_boiler
railways:mechanical_crafting/pink_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:pink_locometal_boiler railways:pink_slashed_locometal
railways:mechanical_crafting/purple_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:purple_brass_wrapped_locometal railways:purple_brass_wrapped_locometal_boiler
railways:mechanical_crafting/purple_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:purple_copper_wrapped_locometal railways:purple_copper_wrapped_locometal_boiler
railways:mechanical_crafting/purple_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:purple_iron_wrapped_locometal railways:purple_iron_wrapped_locometal_boiler
railways:mechanical_crafting/purple_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:purple_locometal_boiler railways:purple_slashed_locometal
railways:mechanical_crafting/red_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:red_brass_wrapped_locometal railways:red_brass_wrapped_locometal_boiler
railways:mechanical_crafting/red_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:red_copper_wrapped_locometal railways:red_copper_wrapped_locometal_boiler
railways:mechanical_crafting/red_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:red_iron_wrapped_locometal railways:red_iron_wrapped_locometal_boiler
railways:mechanical_crafting/red_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:red_locometal_boiler railways:red_slashed_locometal
railways:mechanical_crafting/white_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:white_brass_wrapped_locometal railways:white_brass_wrapped_locometal_boiler
railways:mechanical_crafting/white_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:white_copper_wrapped_locometal railways:white_copper_wrapped_locometal_boiler
railways:mechanical_crafting/white_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:white_iron_wrapped_locometal railways:white_iron_wrapped_locometal_boiler
railways:mechanical_crafting/white_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:white_locometal_boiler railways:white_slashed_locometal
railways:mechanical_crafting/yellow_brass_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:yellow_brass_wrapped_locometal railways:yellow_brass_wrapped_locometal_boiler
railways:mechanical_crafting/yellow_copper_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:yellow_copper_wrapped_locometal railways:yellow_copper_wrapped_locometal_boiler
railways:mechanical_crafting/yellow_iron_wrapped_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:yellow_iron_wrapped_locometal railways:yellow_iron_wrapped_locometal_boiler
railways:mechanical_crafting/yellow_locometal_boiler | create:mechanical_crafting | create:mechanical_crafting minecraft:blaze_rod minecraft:bucket railways:yellow_locometal_boiler railways:yellow_slashed_locometal
railways:sequenced_assembly/black_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:black_wool minecraft:string railways:black_conductor_cap railways:black_incomplete_conductor_cap
railways:sequenced_assembly/blue_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:blue_wool minecraft:string railways:blue_conductor_cap railways:blue_incomplete_conductor_cap
railways:sequenced_assembly/brown_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:brown_wool minecraft:string railways:brown_conductor_cap railways:brown_incomplete_conductor_cap
railways:sequenced_assembly/cyan_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:cyan_wool minecraft:string railways:cyan_conductor_cap railways:cyan_incomplete_conductor_cap
railways:sequenced_assembly/gray_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:gray_wool minecraft:string railways:gray_conductor_cap railways:gray_incomplete_conductor_cap
railways:sequenced_assembly/green_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:green_wool minecraft:string railways:green_conductor_cap railways:green_incomplete_conductor_cap
railways:sequenced_assembly/light_blue_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:light_blue_wool minecraft:string railways:light_blue_conductor_cap railways:light_blue_incomplete_conductor_cap
railways:sequenced_assembly/light_gray_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:light_gray_wool minecraft:string railways:light_gray_conductor_cap railways:light_gray_incomplete_conductor_cap
railways:sequenced_assembly/lime_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:lime_wool minecraft:string railways:lime_conductor_cap railways:lime_incomplete_conductor_cap
railways:sequenced_assembly/magenta_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:magenta_wool minecraft:string railways:magenta_conductor_cap railways:magenta_incomplete_conductor_cap
railways:sequenced_assembly/orange_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:orange_wool minecraft:string railways:orange_conductor_cap railways:orange_incomplete_conductor_cap
railways:sequenced_assembly/pink_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:pink_wool minecraft:string railways:pink_conductor_cap railways:pink_incomplete_conductor_cap
railways:sequenced_assembly/purple_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:purple_wool minecraft:string railways:purple_conductor_cap railways:purple_incomplete_conductor_cap
railways:sequenced_assembly/red_conductor_cap | create:sequenced_assembly | create:cutting create:deploying create:precision_mechanism create:sequenced_assembly minecraft:red_wool minecraft:string railways:red_conductor_cap railways:red_incomplete_conductor_cap
railways:sequenced_assembly/track_acacia | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly minecraft:acacia_slab railways:track_acacia railways:track_incomplete_acacia
railways:sequenced_assembly/track_acacia_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly minecraft:acacia_slab railways:track_acacia_narrow railways:track_incomplete_acacia_narrow
